drug_id,name,smiles
DB00169,Cholecalciferol,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
DB00170,Menadione,CC1=CC(=O)C2=CC=CC=C2C1=O
DB09238,Manidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
DB00319,Piperacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O
DB09389,Norgestrel,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
DB01061,Azlocillin,[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1
DB00446,Chloramphenicol,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
DB09120,Zucapsaicin,COC1=C(O)C=CC(CNC(=O)CCCC\C=C/C(C)C)=C1
DB00661,Verapamil,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1
DB01075,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DB01043,Memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2
DB00503,Ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
DB08795,Azidocillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O
DB06712,Nilvadipine,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N
DB01011,Metyrapone,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1
DB09198,Lobeglitazone,COC1=CC=C(OC2=NC=NC(=C2)N(C)CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
DB06729,Sulfaphenazole,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1
DB01147,Cloxacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O
DB00381,Amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
DB00857,Terbinafine,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
DB00207,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
DB00417,Phenoxymethylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O
DB00254,Doxycycline,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
DB00745,Modafinil,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
DB01059,Norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
DB00485,Dicloxacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O
DB01188,Ciclopirox,CC1=CC(=O)N(O)C(=C1)C1CCCCC1
DB01141,Micafungin,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O
DB00525,Tolnaftate,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1
DB00520,Caspofungin,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN
DB02513,Thymol,CC(C)C1=CC=C(C)C=C1O
DB09041,Tavaborole,OB1OCC2=CC(F)=CC=C12
DB09031,Miltefosine,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C
DB08943,Isoconazole,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=C(Cl)C=CC=C1Cl
DB06820,Sulconazole,ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DB00936,Salicylic acid,OC(=O)C1=CC=CC=C1O
DB00793,Haloprogin,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI
DB01099,Flucytosine,NC1=C(F)C=NC(=O)N1
DB00362,Anidulafungin,[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O
DB01243,Chloroxine,OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2
DB01157,Trimetrexate,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC
DB01422,Nitroxoline,OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O
DB00826,Natamycin,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3
DB00681,Amphotericin B,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2
DB00646,Nystatin,C[C@H]1O[C@H](OC2CC3O[C@@](O)(CC(O)C3C(O)=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O
DB09040,Efinaconazole,C[C@@H](N1CCC(=C)CC1)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
DB01007,Tioconazole,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
DB00251,Terconazole,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DB03793,Benzoic acid,OC(=O)C1=CC=CC=C1
DB04794,Bifonazole,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
DB00877,Sirolimus,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
DB01153,Sertaconazole,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl
DB01034,Cerulenin,[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O
DB08958,Hexetidine,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
DB01091,Butenafine,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12
DB01127,Econazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DB00639,Butoconazole,ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1
DB00735,Naftifine,CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12
DB00239,Oxiconazole,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1
DB00866,Alprenolol,CC(C)NCC(O)COC1=CC=CC=C1CC=C
DB00612,Bisoprolol,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
DB00373,Timolol,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
DB00335,Atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
DB08808,Bupranolol,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB04846,Celiprolol,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O
DB01580,Oxprenolol,CC(C)NCC(O)COC1=CC=CC=C1OCC=C
DB01359,Penbutolol,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
DB00264,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB08807,Bopindolol,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1
DB04861,Nebivolol,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2
DB01193,Acebutolol,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O
DB00187,Esmolol,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB00521,Carteolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00531,Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
DB00552,Pentostatin,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O
DB00206,Reserpine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
DB00611,Butorphanol,[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1
DB00807,Proparacaine,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC
DB01041,Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
DB00433,Prochlorperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DB09034,Suvorexant,[H][C@@]1(C)CCN(CCN1C(=O)C1=C(C=CC(C)=C1)N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2
DB00898,Ethanol,CCO
DB00425,Zolpidem,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1
DB01403,Methotrimeprazine,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1
DB01114,Chlorpheniramine,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB00405,Dexbrompheniramine,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB00956,Hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB00370,Mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
DB00371,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
DB00588,Fluticasone propionate,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB04844,Tetrabenazine,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1
DB01215,Estazolam,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1
DB06716,Fospropofol,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O
DB09224,Melperone,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
DB13872,Lormetazepam,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl
DB00633,Dexmedetomidine,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
DB09117,Paraldehyde,CC1OC(C)OC(C)O1
DB00656,Trazodone,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
DB00575,Clonidine,ClC1=CC=CC(Cl)=C1NC1=NCCN1
DB01466,Ethylmorphine,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB00623,Fluphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
DB00490,Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
DB00831,Trifluoperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
DB00801,Halazepam,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB00628,Clorazepic acid,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB00404,Alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
DB08872,Gabapentin enacarbil,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1
DB00297,Bupivacaine,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DB00726,Trimipramine,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
DB06204,Tapentadol,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
DB06288,Amisulpride,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC
DB00327,Hydromorphone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB00494,Entacapone,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
DB04908,Flibanserin,FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1
DB00186,Lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
DB00356,Chlorzoxazone,ClC1=CC2=C(OC(=O)N2)C=C1
DB09085,Tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
DB00423,Methocarbamol,COC1=C(OCC(O)COC(N)=O)C=CC=C1
DB00647,Dextropropoxyphene,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1
DB00753,Isoflurane,FC(F)OC(Cl)C(F)(F)F
DB09071,Tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1C1=CC=CC2=C1CCO2
DB00323,Tolcapone,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
DB06690,Nitrous oxide,[N-]=[N+]=O
DB01159,Halothane,[H]C(Cl)(Br)C(F)(F)F
DB00854,Levorphanol,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
DB01002,Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB00292,Etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
DB09128,Brexpiprazole,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1
DB00813,Fentanyl,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
DB09286,Pipamperone,NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1
DB08910,Pomalidomide,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
DB09342,Propoxycaine,CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC
DB00750,Prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C
DB00985,Dimenhydrinate,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DB00949,Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
DB01614,Acepromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O
DB01080,Vigabatrin,NC(CCC(O)=O)C=C
DB00409,Remoxipride,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
DB00961,Mepivacaine,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
DB00454,Meperidine,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
DB00818,Propofol,CC(C)C1=CC=CC(C(C)C)=C1O
DB00907,Cocaine,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
DB01440,gamma-Hydroxybutyric acid,OCCCC(O)=O
DB01545,Ethyl loflazepate,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2
DB00771,Clidinium,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00486,Nabilone,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC
DB01065,Melatonin,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
DB00341,Cetirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB01142,Doxepin,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12
DB01106,Levocabastine,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1
DB01618,Molindone,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
DB00690,Flurazepam,CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
DB00228,Enflurane,FC(F)OC(F)(F)C(F)Cl
DB13323,Trichloroethylene,ClC=C(Cl)Cl
DB09225,Zotepine,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12
DB01209,Dezocine,[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N
DB01433,Methadyl acetate,CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB00593,Ethosuximide,CCC1(C)CC(=O)NC1=O
DB00296,Ropivacaine,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB01221,Ketamine,CNC1(CCCCC1=O)C1=CC=CC=C1Cl
DB00892,Oxybuprocaine,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC
DB00802,Alfentanil,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
DB00344,Protriptyline,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12
DB00555,Lamotrigine,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
DB00933,Mesoridazine,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2
DB11148,Butamben,CCCCOC(=O)C1=CC=C(N)C=C1
DB01100,Pimozide,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1
DB01452,Diamorphine,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5
DB01501,Difenoxin,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DB12532,Oxetacaine,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1
DB00241,Butalbital,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
DB00708,Sufentanil,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
DB00748,Carbinoxamine,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB09017,Brotizolam,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl
DB00835,Brompheniramine,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB00950,Fexofenadine,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB06594,Agomelatine,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1
DB09345,Pramocaine,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1
DB01176,Cyclizine,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
DB06144,Sertindole,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2
DB11609,Normethadone,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB00557,Hydroxyzine,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB01068,Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
DB00897,Triazolam,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
DB08922,Perospirone,[H][C@@]12CCCC[C@]1([H])C(=O)N(CCCCN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O
DB00660,Metaxalone,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
DB01356,Lithium cation,[Li+]
DB09118,Stiripentol,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1
DB09068,Vortioxetine,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1
DB06216,Asenapine,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1
DB00427,Triprolidine,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
DB00909,Zonisamide,NS(=O)(=O)CC1=NOC2=CC=CC=C12
DB00934,Maprotiline,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
DB00844,Nalbuphine,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
DB00540,Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
DB00645,Dyclonine,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1
DB00924,Cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
DB01018,Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
DB00899,Remifentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
DB00996,Gabapentin,NCC1(CC(O)=O)CCCCC1
DB00497,Oxycodone,COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C
DB00231,Temazepam,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1
DB01615,Aceprometazine,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C
DB00508,Triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
DB00543,Amoxapine,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1
DB00697,Tizanidine,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
DB01587,Ketazolam,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1
DB00653,Magnesium sulfate,[Mg++].[O-]S([O-])(=O)=O
DB00189,Ethchlorvynol,CCC(O)(\C=C\Cl)C#C
DB00334,Olanzapine,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
DB00829,Diazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB01563,Chloral hydrate,OC(O)C(Cl)(Cl)Cl
DB00850,Perphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DB01544,Flunitrazepam,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F
DB00527,Cinchocaine,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
DB00193,Tramadol,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
DB01239,Chlorprothixene,CN(C)CC\C=C1\C2=CC=CC=C2SC2=CC=C(Cl)C=C12
DB00395,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DB00906,Tiagabine,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
DB00455,Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
DB00962,Zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
DB00313,Valproic acid,CCCC(CCC)C(O)=O
DB01623,Thiothixene,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
DB01567,Fludiazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
DB01595,Nitrazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1
DB08987,Etidocaine,CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C
DB00754,Ethotoin,CCN1C(=O)NC(C1=O)C1=CC=CC=C1
DB13025,Tiapride,CCN(CC)CCNC(=O)C1=CC(=CC=C1OC)S(C)(=O)=O
